"","X","FirstName","LastName","FullName","Team","Year","Position","Round","SuperCoachScore","Rank","Injured","Number","Marks","Handballs","Disposals","Goals","Behinds","Hitouts","Tackles","Rebounds50s","Inside50s","Clearances","Clangers","FreesFor","FreesAgainst","BrownlowVotes","ContestedPossessions","UncontestedPossessions","ContestedMarks","MarksInside50","OnePercenters","Bounces","GoalAssists","PercentagePlayed","PointDifference","BrownlowBinary","Pairs"
"4632",4632,"Marley","Williams","Williams, Marley","Collingwood",2016,"General defender",20,32,42,0,26,3,7,10,0,0,0,2,0,0,0,1,0,0,0,1,10,0,0,1,0,0,79,-15,0,163
"4633",4633,"Marley","Williams","Williams, Marley","Collingwood",2016,"General defender",22,80,20,0,26,1,13,21,0,0,0,2,2,3,1,2,1,1,0,3,18,0,0,3,1,2,75,71,0,185
"4634",4634,"Marley","Williams","Williams, Marley","Collingwood",2016,"General defender",14,72,25,0,26,5,4,18,0,0,0,1,0,5,0,0,0,0,0,5,13,0,0,2,0,0,83,48,0,116
"4635",4635,"Marley","Williams","Williams, Marley","Collingwood",2016,"General defender",1,67,25,0,26,4,9,18,0,0,0,1,4,3,0,4,1,2,0,5,14,1,0,2,2,1,83,-80,0,5
"4636",4636,"Marley","Williams","Williams, Marley","Collingwood",2016,"General defender",18,68,32,0,26,4,10,19,0,0,0,3,2,0,0,5,1,4,0,7,13,0,0,0,0,0,78,-40,0,145
"4637",4637,"Marley","Williams","Williams, Marley","Collingwood",2016,"General defender",2,81,18,0,26,2,4,18,0,0,0,5,6,3,1,4,3,0,0,7,9,0,0,2,1,0,87,1,0,10
"4638",4638,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",15,92,15,0,8,6,8,19,0,0,0,3,3,1,2,2,0,1,0,8,10,0,0,3,0,1,91,-78,0,121
"4639",4639,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",19,39,41,0,8,1,9,13,0,0,0,3,2,0,0,2,0,2,0,3,10,0,0,1,0,0,87,-82,0,162
"4640",4640,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",1,49,37,0,8,5,8,19,0,0,0,2,5,0,0,4,0,0,0,1,16,0,0,3,0,0,83,-61,0,3
"4641",4641,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",21,76,22,0,8,5,16,23,0,0,0,1,6,1,1,0,0,0,0,5,18,1,0,2,1,0,85,6,0,178
"4642",4642,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",10,53,36,0,8,3,8,16,0,0,0,1,3,0,1,1,0,0,0,4,12,0,0,1,0,0,85,-38,0,86
"4643",4643,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",20,96,11,0,8,14,9,23,0,0,0,3,4,0,0,1,1,0,0,3,20,0,0,0,0,0,85,-66,0,170
"4644",4644,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",17,63,31,0,8,2,8,17,0,0,0,1,2,0,0,1,0,0,0,3,15,0,0,1,0,1,81,-19,0,138
"4645",4645,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",9,62,30,0,8,8,6,19,0,1,0,1,4,3,0,4,0,2,0,4,16,0,0,2,0,0,76,-46,0,81
"4646",4646,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",12,67,28,0,8,5,13,23,0,0,0,2,4,2,0,4,1,2,0,8,15,1,0,4,0,0,87,-108,0,100
"4647",4647,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",5,39,44,0,8,4,9,16,0,0,0,1,3,0,2,4,0,0,0,4,13,0,0,4,0,0,78,-69,0,45
"4648",4648,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",13,58,32,0,8,6,11,18,0,0,0,0,0,1,0,2,0,1,0,8,10,1,1,2,0,0,81,-27,0,114
"4649",4649,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",4,65,29,0,8,4,9,19,0,0,0,3,4,2,2,4,1,1,0,6,12,0,0,6,0,1,79,-30,0,29
"4650",4650,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",23,61,28,0,8,4,9,16,0,0,0,3,3,0,0,2,0,0,0,2,14,0,0,2,0,0,76,24,0,192
"4651",4651,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",2,81,19,0,8,12,5,20,0,0,0,1,5,1,0,2,0,0,0,1,19,0,0,2,1,0,85,13,0,12
"4652",4652,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",18,71,18,0,8,4,5,17,0,0,0,0,4,2,0,1,1,0,0,4,14,0,0,4,0,1,84,-37,0,151
"4653",4653,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",6,59,30,0,8,1,7,12,0,0,0,3,4,1,1,1,2,0,0,6,5,0,0,1,0,0,71,-15,0,53
"4654",4654,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",3,73,25,0,8,5,9,17,0,0,0,4,5,1,1,3,3,2,0,5,13,0,0,5,0,0,84,-61,0,19
"4655",4655,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",16,58,35,0,8,5,6,12,0,0,0,1,1,1,1,1,0,1,0,6,6,2,0,4,0,0,81,-11,0,135
"4656",4656,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",22,53,32,0,8,5,5,13,0,0,0,0,4,2,0,1,0,1,0,3,11,0,0,2,0,0,75,-40,0,189
"4657",4657,"Martin","Gleeson","Gleeson, Martin","Essendon",2016,"General defender",11,85,18,0,8,7,12,21,0,0,0,2,3,0,0,2,0,1,0,8,15,0,0,0,0,1,74,-79,0,96
"4658",4658,"Mason","Cox","Cox, Mason","Collingwood",2016,"Key forward",9,62,28,0,46,3,5,9,2,0,4,1,0,1,2,3,0,0,0,6,4,1,1,3,1,1,88,24,0,74
"4659",4659,"Mason","Cox","Cox, Mason","Collingwood",2016,"Key forward",6,67,28,0,46,3,5,10,2,1,5,4,0,0,2,4,3,3,0,7,3,2,1,2,0,0,88,-62,0,54
"4660",4660,"Mason","Cox","Cox, Mason","Collingwood",2016,"Key forward",15,47,38,0,46,2,1,2,0,0,8,3,0,1,0,0,0,0,0,1,1,1,0,3,0,0,79,12,0,125
"4661",4661,"Mason","Cox","Cox, Mason","Collingwood",2016,"Key forward",20,42,40,0,46,1,2,6,2,0,1,0,0,0,0,0,4,0,0,5,1,0,0,3,0,0,83,-15,0,163
"4662",4662,"Mason","Cox","Cox, Mason","Collingwood",2016,"Key forward",14,72,26,0,46,3,5,10,2,0,7,4,0,1,0,3,0,3,0,7,2,3,1,2,0,0,78,48,0,116
"4663",4663,"Mason","Cox","Cox, Mason","Collingwood",2016,"Key forward",12,49,37,0,46,3,0,5,2,1,1,2,0,2,0,1,2,0,0,6,1,2,2,4,0,0,86,-46,0,108
"4664",4664,"Mason","Cox","Cox, Mason","Collingwood",2016,"Key forward",11,64,34,0,46,6,2,8,2,1,13,0,0,2,0,2,1,1,0,5,3,4,2,3,0,1,80,-67,0,97
"4665",4665,"Mason","Cox","Cox, Mason","Collingwood",2016,"Key forward",8,102,10,0,46,3,1,9,4,2,11,2,0,1,0,2,3,1,1,6,2,2,3,1,0,0,83,78,1,68
"4666",4666,"Mason","Cox","Cox, Mason","Collingwood",2016,"Key forward",7,24,42,0,46,1,3,7,0,1,10,2,0,1,0,2,1,1,0,1,4,0,0,2,0,1,85,-15,0,56
"4667",4667,"Mason","Cox","Cox, Mason","Collingwood",2016,"Key forward",10,47,42,0,46,2,4,6,0,0,8,3,0,0,1,0,0,0,0,4,4,0,0,8,0,0,93,-21,0,89
"4668",4668,"Mason","Cox","Cox, Mason","Collingwood",2016,"Key forward",5,75,20,0,46,3,4,10,1,1,11,3,0,2,1,1,1,0,0,4,6,1,1,2,0,0,78,69,0,45
"4669",4669,"Mason","Redman","Redman, Mason","Essendon",2016,"General forward",9,20,43,0,27,1,0,2,0,0,0,2,1,1,0,0,0,0,0,1,1,1,0,4,0,0,77,-46,0,81
"4670",4670,"Mason","Redman","Redman, Mason","Essendon",2016,"General forward",8,38,42,0,27,4,3,7,1,2,0,0,0,0,0,0,0,0,0,2,5,0,3,1,0,1,72,-14,0,65
"4671",4671,"Mason","Redman","Redman, Mason","Essendon",2016,"General forward",7,45,38,0,27,2,6,10,0,0,0,6,1,3,1,1,1,1,0,8,4,0,0,3,0,1,83,-81,0,58
"4672",4672,"Mason","Wood","Wood, Mason","North Melbourne",2016,"Key forward",4,62,26,0,32,5,5,15,1,1,0,3,0,1,0,5,1,1,0,10,6,4,2,2,0,0,70,31,0,36
"4673",4673,"Mason","Wood","Wood, Mason","North Melbourne",2016,"Key forward",14,89,12,0,32,4,13,19,1,1,0,6,0,3,0,4,2,1,0,13,7,2,2,0,0,2,88,-33,0,115
"4674",4674,"Mason","Wood","Wood, Mason","North Melbourne",2016,"Key forward",16,64,23,0,32,4,1,7,1,1,0,3,0,1,0,2,0,1,0,5,2,3,2,1,0,0,66,-32,0,134
"4675",4675,"Mason","Wood","Wood, Mason","North Melbourne",2016,"Key forward",7,84,12,0,32,4,5,11,2,2,0,4,0,2,1,1,2,1,0,6,5,1,3,0,0,0,71,7,0,62
"4676",4676,"Mason","Wood","Wood, Mason","North Melbourne",2016,"Key forward",12,79,19,0,32,6,5,12,2,0,0,1,0,1,0,0,0,0,0,7,5,2,2,1,0,1,80,-31,0,103
"4677",4677,"Mason","Wood","Wood, Mason","North Melbourne",2016,"Key forward",13,123,3,0,32,5,6,20,2,3,0,4,0,2,0,3,5,1,0,14,7,1,3,0,0,1,88,-9,0,109
"4678",4678,"Mason","Wood","Wood, Mason","North Melbourne",2016,"Key forward",8,70,24,0,32,6,5,13,1,0,0,2,0,2,1,0,1,0,0,4,10,1,2,0,0,0,47,14,0,65
"4679",4679,"Mason","Wood","Wood, Mason","North Melbourne",2016,"Key forward",11,85,15,0,32,4,6,17,2,0,0,3,0,6,0,3,1,1,0,6,11,1,1,4,0,2,79,70,0,91
"4680",4680,"Mathew","Stokes","Stokes, Mathew","Essendon",2016,"Outside midfielder",13,61,30,0,48,4,7,16,0,0,0,2,0,1,0,0,3,0,0,6,10,0,1,2,0,0,84,-27,0,114
"4681",4681,"Mathew","Stokes","Stokes, Mathew","Essendon",2016,"Outside midfielder",22,106,8,0,48,9,15,31,0,1,0,3,3,5,3,3,0,0,0,8,23,0,1,1,0,0,85,-40,0,189
"4682",4682,"Mathew","Stokes","Stokes, Mathew","Essendon",2016,"Outside midfielder",12,38,43,0,48,5,4,11,0,0,0,1,0,3,0,1,0,0,0,2,9,0,0,0,0,0,78,-108,0,100
"4683",4683,"Mathew","Stokes","Stokes, Mathew","Essendon",2016,"Outside midfielder",3,57,34,0,48,3,10,19,0,1,0,2,1,2,1,3,1,1,0,6,14,0,1,0,0,0,79,-61,0,19
"4684",4684,"Mathew","Stokes","Stokes, Mathew","Essendon",2016,"Outside midfielder",6,42,41,0,48,5,8,15,0,1,0,1,1,1,1,2,0,0,0,5,10,0,2,0,0,1,85,-15,0,53
"4685",4685,"Mathew","Stokes","Stokes, Mathew","Essendon",2016,"Outside midfielder",1,73,22,0,48,7,9,27,3,1,0,1,2,5,0,7,1,0,0,7,20,0,1,1,0,1,90,-61,0,3
"4686",4686,"Mathew","Stokes","Stokes, Mathew","Essendon",2016,"Outside midfielder",15,38,41,0,48,5,2,8,0,0,0,3,0,3,0,1,0,0,0,2,6,0,1,0,0,0,83,-78,0,121
"4687",4687,"Mathew","Stokes","Stokes, Mathew","Essendon",2016,"Outside midfielder",5,49,38,0,48,4,7,12,1,1,0,5,1,0,0,0,0,0,0,2,10,0,2,0,0,0,83,-69,0,45
"4688",4688,"Mathew","Stokes","Stokes, Mathew","Essendon",2016,"Outside midfielder",4,103,7,0,48,4,10,22,1,0,0,6,1,1,4,1,2,0,0,7,15,0,0,0,0,0,89,-30,0,29
"4689",4689,"Mathew","Stokes","Stokes, Mathew","Essendon",2016,"Outside midfielder",21,105,7,0,48,7,19,32,0,0,0,2,2,4,2,1,0,0,0,9,24,0,1,0,0,1,87,6,0,178
"4690",4690,"Mathew","Stokes","Stokes, Mathew","Essendon",2016,"Outside midfielder",2,74,22,0,48,5,12,17,1,0,0,4,2,1,1,2,0,1,0,4,13,1,1,1,0,1,85,13,0,12
"4691",4691,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",20,100,9,0,44,6,14,32,1,0,0,1,2,6,1,4,1,2,0,6,27,0,1,0,0,2,78,138,0,168
"4692",4692,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",23,120,2,0,44,5,14,29,0,0,0,10,1,4,5,3,3,1,0,10,18,1,0,0,1,0,79,-29,0,190
"4693",4693,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",6,67,27,0,44,2,19,27,0,0,0,2,2,1,3,7,1,4,0,13,14,0,0,0,2,0,74,33,0,48
"4694",4694,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",8,53,35,0,44,3,8,16,0,0,0,3,3,0,5,2,0,0,0,9,8,0,0,2,0,0,69,-26,0,64
"4695",4695,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",3,90,12,0,44,3,20,28,0,0,0,4,2,3,7,5,3,1,0,16,12,0,0,0,0,1,70,36,0,21
"4696",4696,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",5,86,13,0,44,3,17,25,0,0,0,4,3,1,5,1,0,1,0,11,14,0,0,2,0,0,71,-3,0,37
"4697",4697,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",15,65,31,0,44,1,14,21,0,0,0,7,1,2,4,2,0,0,0,10,11,0,0,0,0,0,68,22,0,126
"4698",4698,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",16,87,15,0,44,2,24,32,0,0,0,0,2,4,3,3,0,1,0,13,19,0,1,1,1,0,66,60,0,133
"4699",4699,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",19,89,14,0,44,4,22,33,0,0,0,4,0,2,3,2,1,0,0,10,25,0,0,0,0,0,76,82,0,162
"4700",4700,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",22,126,3,0,44,6,20,33,0,0,0,6,1,3,5,4,0,1,3,11,21,0,0,3,0,0,71,15,1,186
"4701",4701,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",12,103,6,0,44,1,18,24,0,0,0,7,1,0,5,0,2,0,0,11,14,0,0,3,0,0,68,29,0,104
"4702",4702,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",17,81,19,0,44,4,16,25,0,0,0,3,2,2,5,3,1,0,0,13,12,0,0,1,0,0,69,28,0,141
"4703",4703,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",14,144,2,0,44,3,18,32,2,0,0,7,3,1,8,2,2,1,3,16,16,0,0,1,0,1,69,33,1,115
"4704",4704,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",11,132,4,0,44,7,19,36,0,2,0,3,1,4,9,0,1,0,1,16,21,0,0,1,0,0,73,88,1,99
"4705",4705,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",4,76,21,0,44,2,19,27,0,0,0,5,1,2,4,2,0,1,0,9,15,0,0,1,0,0,72,10,0,33
"4706",4706,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",7,68,27,0,44,3,11,24,0,0,0,4,4,1,4,5,1,2,0,9,14,0,0,0,0,0,75,-15,0,60
"4707",4707,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",1,96,8,0,44,3,9,23,1,0,0,2,2,5,10,1,2,1,0,15,9,0,0,1,0,0,67,-10,0,4
"4708",4708,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",18,101,7,0,44,4,12,31,0,1,0,8,2,1,3,7,2,0,0,12,17,0,0,0,0,0,72,-30,0,149
"4709",4709,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",2,76,20,0,44,1,13,24,0,0,0,5,2,3,7,5,2,1,0,13,11,0,0,0,0,0,77,58,0,11
"4710",4710,"Matt","Crouch","Crouch, Matt","Adelaide",2016,"Inside midfielder",21,95,12,0,44,3,17,24,0,0,0,6,0,4,5,3,0,1,0,12,13,0,1,2,3,0,69,72,0,180
"4711",4711,"Matt","Jones","Jones, Matt","Melbourne",2016,"Outside midfielder",4,65,32,0,45,2,10,18,0,0,0,2,2,2,3,1,0,0,0,5,12,0,0,1,0,0,73,35,0,35
"4712",4712,"Matt","Jones","Jones, Matt","Melbourne",2016,"Outside midfielder",19,86,14,0,45,6,10,21,0,0,0,5,0,4,1,1,2,0,0,3,17,0,0,0,4,0,73,2,0,160
"4713",4713,"Matt","Jones","Jones, Matt","Melbourne",2016,"Outside midfielder",17,66,30,0,45,4,10,19,0,0,0,3,2,3,2,4,0,2,0,5,14,0,1,1,1,1,77,-36,0,143
"4714",4714,"Matt","Jones","Jones, Matt","Melbourne",2016,"Outside midfielder",15,55,36,0,45,4,13,20,0,0,0,0,2,2,2,2,0,1,0,6,15,0,0,1,0,1,74,-22,0,126
"4715",4715,"Matt","Jones","Jones, Matt","Melbourne",2016,"Outside midfielder",2,76,20,0,45,5,6,19,0,0,0,3,2,2,3,3,2,1,0,10,10,1,0,0,1,0,84,-13,0,12
"4716",4716,"Matt","Jones","Jones, Matt","Melbourne",2016,"Outside midfielder",23,52,36,0,45,4,7,14,0,0,0,3,1,2,0,0,1,0,0,3,11,0,0,0,0,1,79,-111,0,191
"4717",4717,"Matt","Jones","Jones, Matt","Melbourne",2016,"Outside midfielder",3,58,31,0,45,4,11,22,0,0,0,4,3,3,6,4,0,2,0,8,13,0,0,0,1,0,87,-5,0,25
"4718",4718,"Matt","Jones","Jones, Matt","Melbourne",2016,"Outside midfielder",18,105,6,0,45,3,13,21,1,0,0,8,0,1,2,0,0,0,0,9,14,0,0,0,2,0,79,-6,0,148
"4719",4719,"Matt","Jones","Jones, Matt","Melbourne",2016,"Outside midfielder",16,86,14,0,45,7,12,30,0,0,0,4,2,5,2,3,0,0,0,7,21,0,2,1,2,1,80,32,0,132
"4720",4720,"Matt","Jones","Jones, Matt","Melbourne",2016,"Outside midfielder",1,90,15,0,45,6,14,21,0,0,0,3,1,1,1,0,1,0,0,8,13,0,0,1,0,0,86,2,0,2
"4721",4721,"Matt","Shaw","Shaw, Matt","Gold Coast",2016,"General defender",20,57,36,0,26,3,8,20,0,0,0,1,2,4,3,3,1,0,0,9,12,1,0,2,0,0,84,-8,0,166
"4722",4722,"Matt","Shaw","Shaw, Matt","Gold Coast",2016,"General defender",19,71,25,0,26,5,8,18,1,0,0,1,3,1,0,3,0,0,0,7,11,1,1,2,0,0,88,-2,0,160
"4723",4723,"Matt","Shaw","Shaw, Matt","Gold Coast",2016,"General defender",10,74,21,0,26,7,8,17,0,0,2,3,2,1,1,2,0,2,0,5,12,0,0,0,0,0,77,-77,0,90
"4724",4724,"Matt","Shaw","Shaw, Matt","Gold Coast",2016,"General defender",21,66,29,0,26,6,8,18,0,0,0,1,3,3,2,0,0,0,0,5,13,0,0,0,0,0,76,-6,0,178
"4725",4725,"Matt","Shaw","Shaw, Matt","Gold Coast",2016,"General defender",8,96,13,0,26,3,11,18,0,0,1,6,2,4,0,1,2,0,0,7,11,1,0,1,0,0,89,-91,0,67
"4726",4726,"Matt","Shaw","Shaw, Matt","Gold Coast",2016,"General defender",23,53,34,0,26,4,5,14,0,0,0,1,2,1,0,0,2,0,0,3,12,0,0,1,0,0,81,-23,0,195
"4727",4727,"Matt","Shaw","Shaw, Matt","Gold Coast",2016,"General defender",18,62,30,0,26,5,12,22,0,0,0,1,0,3,1,4,0,0,0,7,15,0,0,1,2,1,81,24,0,147
"4728",4728,"Matt","Shaw","Shaw, Matt","Gold Coast",2016,"General defender",15,81,16,0,26,8,5,19,0,0,0,1,1,3,0,0,0,0,0,0,18,0,0,0,0,1,81,40,0,123
"4729",4729,"Matt","Shaw","Shaw, Matt","Gold Coast",2016,"General defender",14,59,33,0,26,6,6,15,0,0,0,1,3,2,1,0,0,0,0,3,12,0,0,1,0,0,73,-26,0,120
"4730",4730,"Matt","Shaw","Shaw, Matt","Gold Coast",2016,"General defender",17,82,15,0,26,8,7,25,0,0,0,1,3,5,1,3,1,0,0,8,17,2,0,1,1,0,85,-48,0,140
"4731",4731,"Matt","Shaw","Shaw, Matt","Gold Coast",2016,"General defender",22,51,32,0,26,5,9,15,0,0,0,2,2,0,0,2,0,0,0,0,15,0,0,5,0,0,91,-71,0,185
"4732",4732,"Matt","Shaw","Shaw, Matt","Gold Coast",2016,"General defender",9,51,39,0,26,3,9,18,0,0,0,2,0,1,1,1,0,0,0,3,15,0,0,1,0,0,89,-75,0,75
"4733",4733,"Matt","Shaw","Shaw, Matt","Gold Coast",2016,"General defender",16,71,26,0,26,3,9,20,0,0,0,2,4,3,2,1,1,0,0,7,13,0,0,0,0,1,88,26,0,130
"4734",4734,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",20,73,21,0,5,7,5,18,0,0,0,4,2,1,0,2,0,1,0,5,12,0,0,3,0,0,88,-67,0,164
"4735",4735,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",16,129,2,0,5,8,14,28,0,1,0,5,1,3,4,1,2,0,0,10,17,0,0,1,0,0,71,-22,0,127
"4736",4736,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",3,111,5,0,5,8,13,27,0,0,0,1,6,3,1,5,0,1,0,9,17,0,0,1,0,0,90,61,0,19
"4737",4737,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",5,99,10,0,5,4,12,22,1,0,0,3,2,4,1,2,3,0,0,9,12,1,0,2,0,1,84,-48,0,41
"4738",4738,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",12,71,23,0,5,5,5,20,0,1,0,2,5,2,3,1,1,0,0,6,12,0,1,1,1,0,73,-3,0,101
"4739",4739,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",4,68,24,0,5,7,6,14,0,0,0,2,1,3,0,0,0,0,0,1,13,0,0,1,1,0,94,-86,0,34
"4740",4740,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",19,85,17,0,5,5,3,16,0,0,0,2,3,6,1,1,1,0,0,5,10,0,0,3,2,0,83,94,0,159
"4741",4741,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",6,85,17,0,5,3,10,25,1,2,0,2,0,7,8,2,1,0,3,10,15,0,1,1,1,0,79,35,1,51
"4742",4742,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",17,80,20,0,5,3,4,15,0,0,0,1,4,2,0,1,0,0,0,4,10,0,0,2,2,0,84,28,0,139
"4743",4743,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",23,119,3,0,5,6,11,27,0,1,0,2,3,3,5,0,2,0,0,11,17,0,0,0,2,0,80,23,0,195
"4744",4744,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",22,76,22,0,5,5,6,18,1,1,0,1,5,1,1,4,0,1,0,6,10,0,1,2,1,0,85,-15,0,186
"4745",4745,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",8,84,17,0,5,5,5,15,1,1,0,4,1,2,3,3,0,3,0,6,10,0,0,1,4,1,69,-2,0,70
"4746",4746,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",7,95,12,0,5,3,6,19,1,1,0,7,1,3,2,3,1,1,0,8,12,0,1,2,0,1,75,77,0,63
"4747",4747,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",13,58,34,0,5,3,9,17,0,0,0,2,2,2,4,3,0,0,0,9,8,0,0,0,0,1,76,-17,0,111
"4748",4748,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",2,64,26,0,5,1,4,12,0,1,0,4,3,3,4,2,0,1,0,7,5,0,0,3,0,0,81,-58,0,11
"4749",4749,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",21,79,20,0,5,6,10,23,0,0,0,0,4,0,3,4,0,1,0,7,13,0,0,6,0,0,87,-40,0,177
"4750",4750,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",11,78,21,0,5,6,2,16,0,0,0,3,2,2,0,2,1,1,0,6,10,0,0,5,0,1,72,67,0,97
"4751",4751,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",9,83,14,0,5,2,8,20,0,0,0,7,3,4,0,2,1,1,0,7,13,0,0,2,2,0,78,-8,0,76
"4752",4752,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",18,67,26,0,5,4,11,22,0,0,0,2,4,1,1,3,2,2,0,10,10,1,0,2,0,0,77,-19,0,153
"4753",4753,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",1,87,15,0,5,1,12,26,1,0,0,4,6,3,1,3,0,0,0,9,13,1,0,1,1,1,91,33,0,7
"4754",4754,"Matthew","Broadbent","Broadbent, Matthew","Port Adelaide",2016,"General defender",15,103,7,0,5,4,5,14,2,0,0,6,1,2,4,0,1,0,0,7,7,0,1,6,0,0,66,38,0,122
"4755",4755,"Matthew","Goodyear","Goodyear, Matthew","Collingwood",2016,"Defensive midfielder",3,25,41,0,27,4,4,11,0,0,0,0,0,1,0,3,0,0,0,3,8,0,0,0,1,0,69,-29,0,20
"4756",4756,"Matthew","Goodyear","Goodyear, Matthew","Collingwood",2016,"Defensive midfielder",11,26,43,0,27,1,4,7,0,1,0,2,0,0,0,1,0,0,0,5,2,1,0,0,0,0,70,-67,0,97
"4757",4757,"Matthew","Hammelmann","Hammelmann, Matthew","Brisbane",2016,"Key defender",23,27,44,0,40,2,1,4,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,3,0,0,76,-58,0,196
"4758",4758,"Matthew","Hammelmann","Hammelmann, Matthew","Brisbane",2016,"Key defender",20,47,33,0,40,2,1,7,0,0,0,3,0,1,0,1,1,0,0,2,5,0,0,8,0,0,93,-138,0,168
"4759",4759,"Matthew","Hammelmann","Hammelmann, Matthew","Brisbane",2016,"Key defender",21,31,43,0,40,1,2,6,0,0,0,2,4,0,0,0,0,0,0,2,4,0,0,3,0,0,86,4,0,173
"4760",4760,"Matthew","Hammelmann","Hammelmann, Matthew","Brisbane",2016,"Key defender",19,37,43,0,40,2,1,4,0,0,0,5,2,1,0,1,0,1,0,1,3,0,0,4,0,0,88,-94,0,159
"4761",4761,"Matthew","Hammelmann","Hammelmann, Matthew","Brisbane",2016,"Key defender",22,40,39,0,40,3,7,10,0,0,0,1,1,0,0,1,0,0,0,3,7,0,0,5,0,0,79,-60,0,188
"4762",4762,"Matthew","Hammelmann","Hammelmann, Matthew","Brisbane",2016,"Key defender",17,67,26,0,40,2,1,9,0,0,0,2,4,3,0,2,1,2,0,5,4,0,0,14,0,1,96,-79,0,144
"4763",4763,"Matthew","Hammelmann","Hammelmann, Matthew","Brisbane",2016,"Key defender",16,53,37,0,40,3,5,10,0,0,0,2,2,3,0,4,1,2,0,7,4,1,0,3,0,0,91,-26,0,130
"4764",4764,"Matthew","Hammelmann","Hammelmann, Matthew","Brisbane",2016,"Key defender",18,36,44,0,40,1,4,6,0,0,0,5,2,1,0,3,0,2,0,4,1,0,0,3,0,0,94,37,0,151
